transaction_id,customer_id,timestamp,product_category,product_price,quantity,discount_pct,customer_age,is_returning_customer,device_type,region,payment_method,total_price,final_price,date
22,4380,2023-01-08 00:00:00,Clothing,32.80143637239216,2,0.0,50.0,False,Mobile,South,Credit Card,65.60287274478432,65.60287274478432,2023-01-08
23,1769,2023-01-08 08:00:00,Home,96.4760363686965,5,0.0,40.0,False,Mobile,East,PayPal,482.3801818434825,482.3801818434825,2023-01-08
24,3391,2023-01-08 16:00:00,Home,132.43298252853063,1,0.0,41.0,True,Mobile,East,Credit Card,132.43298252853063,132.43298252853063,2023-01-08
25,2515,2023-01-09 00:00:00,Electronics,74.03373144728948,1,10.0,29.0,True,Desktop,Central,PayPal,74.03373144728948,66.63035830256054,2023-01-09
26,4485,2023-01-09 08:00:00,Home,151.18513450622387,3,15.0,32.0,False,Mobile,North,PayPal,453.5554035186716,385.5220929908709,2023-01-09
27,3853,2023-01-09 16:00:00,Electronics,93.78565029000956,5,10.0,34.0,True,Mobile,West,Credit Card,468.9282514500478,422.035426305043,2023-01-09
28,3433,2023-01-10 00:00:00,Home,27.70713384605118,5,0.0,39.0,True,Desktop,South,Credit Card,138.5356692302559,138.5356692302559,2023-01-10
29,2215,2023-01-10 08:00:00,Beauty,41.321333324739754,2,10.0,37.0,False,Mobile,South,Gift Card,82.64266664947951,74.37839998453155,2023-01-10
30,1955,2023-01-10 16:00:00,Beauty,203.25703590846103,4,0.0,24.0,False,Tablet,South,PayPal,813.0281436338441,813.0281436338441,2023-01-10
31,3324,2023-01-11 00:00:00,Home,149.06669466377693,2,0.0,45.0,False,Mobile,North,Gift Card,298.13338932755386,298.13338932755386,2023-01-11
32,2184,2023-01-11 08:00:00,Clothing,245.15307037607616,2,5.0,31.0,False,Mobile,East,Credit Card,490.3061407521523,465.7908337145447,2023-01-11
33,1459,2023-01-11 16:00:00,Electronics,32.50613638040742,2,5.0,61.0,False,Mobile,West,Bank Transfer,65.01227276081484,61.76165912277409,2023-01-11
34,4385,2023-01-12 00:00:00,Beauty,482.76749916194626,3,10.0,52.0,False,Mobile,West,PayPal,1448.3024974858388,1303.472247737255,2023-01-12
35,1021,2023-01-12 08:00:00,Clothing,43.49716203766249,4,5.0,18.0,False,Mobile,Central,Credit Card,173.98864815064996,165.28921574311747,2023-01-12
36,3300,2023-01-12 16:00:00,Clothing,21.184980876917084,4,0.0,34.0,False,Desktop,West,Credit Card,84.73992350766834,84.73992350766834,2023-01-12
37,1747,2023-01-13 00:00:00,Clothing,616.1105697437969,1,15.0,57.0,False,Desktop,East,PayPal,616.1105697437969,523.6939842822273,2023-01-13
38,3904,2023-01-13 08:00:00,Electronics,52.999668793933665,1,5.0,45.0,True,Desktop,East,Credit Card,52.999668793933665,50.34968535423698,2023-01-13
39,4632,2023-01-13 16:00:00,Home,130.2678903687522,1,10.0,39.0,False,Mobile,West,Bank Transfer,130.2678903687522,117.24110133187699,2023-01-13
40,1474,2023-01-14 00:00:00,Electronics,39.4413143281258,2,10.0,18.0,True,Mobile,West,PayPal,78.8826286562516,70.99436579062645,2023-01-14
41,2082,2023-01-14 08:00:00,Home,106.80448400777337,3,0.0,35.0,False,Mobile,North,Credit Card,320.41345202332013,320.41345202332013,2023-01-14
42,3558,2023-01-14 16:00:00,Clothing,254.3771596174504,4,0.0,40.0,False,Mobile,East,Bank Transfer,1017.5086384698016,1017.5086384698016,2023-01-14
43,4753,2023-01-15 00:00:00,Electronics,58.59289389976945,3,0.0,18.0,False,Desktop,South,Credit Card,175.77868169930835,175.77868169930835,2023-01-15
44,3047,2023-01-15 08:00:00,Clothing,130.94325452113407,4,0.0,45.0,False,Mobile,East,Credit Card,523.7730180845363,523.7730180845363,2023-01-15
45,4547,2023-01-15 16:00:00,Electronics,40.813621286178844,4,0.0,29.0,False,Tablet,West,PayPal,163.25448514471537,163.25448514471537,2023-01-15
46,3747,2023-01-16 00:00:00,Clothing,118.0283798382421,5,0.0,41.0,True,Desktop,East,PayPal,590.1418991912105,590.1418991912105,2023-01-16
47,1975,2023-01-16 08:00:00,Home,61.01516003039929,3,15.0,39.0,False,Desktop,Central,Credit Card,183.04548009119787,155.58865807751818,2023-01-16
48,2806,2023-01-16 16:00:00,Electronics,43.72529455608322,2,15.0,34.0,False,Desktop,West,Credit Card,87.45058911216644,74.33300074534148,2023-01-16
49,1189,2023-01-17 00:00:00,Beauty,57.56860156230283,3,10.0,47.0,True,Mobile,North,PayPal,172.7058046869085,155.43522421821766,2023-01-17
50,4005,2023-01-17 08:00:00,Electronics,39.70386054481221,3,0.0,41.0,True,Desktop,North,PayPal,119.11158163443662,119.11158163443662,2023-01-17
51,3734,2023-01-17 16:00:00,Electronics,252.1932124036366,3,0.0,70.0,False,Mobile,South,PayPal,756.5796372109098,756.5796372109098,2023-01-17
52,4005,2023-01-18 00:00:00,Home,70.61480578498504,2,5.0,59.0,False,Mobile,West,PayPal,141.22961156997007,134.16813099147157,2023-01-18
53,1562,2023-01-18 08:00:00,Clothing,48.14075385413299,2,0.0,25.0,True,Mobile,South,PayPal,96.28150770826598,96.28150770826598,2023-01-18
54,2899,2023-01-18 16:00:00,Electronics,79.49463482037872,1,10.0,52.0,True,Mobile,East,Credit Card,79.49463482037872,71.54517133834085,2023-01-18
55,4638,2023-01-19 00:00:00,Clothing,58.64512724240954,1,15.0,29.0,False,Mobile,East,PayPal,58.64512724240954,49.84835815604811,2023-01-19
56,2267,2023-01-19 08:00:00,Clothing,156.42168872242078,3,0.0,23.0,True,Mobile,West,Credit Card,469.2650661672624,469.2650661672624,2023-01-19
57,3879,2023-01-19 16:00:00,Beauty,374.80715158700065,2,10.0,20.0,False,Mobile,North,Credit Card,749.6143031740013,674.6528728566012,2023-01-19
58,2528,2023-01-20 00:00:00,Clothing,77.63133182441265,8,0.0,33.0,False,Desktop,South,PayPal,621.0506545953012,621.0506545953012,2023-01-20
59,4202,2023-01-20 08:00:00,Beauty,217.35216622952035,2,5.0,50.0,True,Mobile,South,Credit Card,434.7043324590407,412.96911583608863,2023-01-20
60,4556,2023-01-20 16:00:00,Beauty,103.43952959304305,2,0.0,39.0,False,Mobile,East,Credit Card,206.8790591860861,206.8790591860861,2023-01-20
61,4890,2023-01-21 00:00:00,Clothing,37.10679153350665,2,0.0,44.0,False,Mobile,South,Credit Card,74.2135830670133,74.2135830670133,2023-01-21
62,1646,2023-01-21 08:00:00,Sports,137.31938473628784,3,10.0,18.0,False,Desktop,West,Credit Card,411.95815420886356,370.7623387879772,2023-01-21
63,3068,2023-01-21 16:00:00,Clothing,92.0383745362475,5,10.0,35.0,False,Mobile,South,Credit Card,460.1918726812375,414.17268541311375,2023-01-21
64,3888,2023-01-22 00:00:00,Sports,125.15565513251069,3,5.0,25.0,False,Mobile,East,Credit Card,375.4669653975321,356.69361712765544,2023-01-22
65,3214,2023-01-22 08:00:00,Electronics,240.44372393033558,2,0.0,19.0,False,Mobile,Central,Credit Card,480.88744786067116,480.88744786067116,2023-01-22
66,2297,2023-01-22 16:00:00,Home,78.05948155402274,2,5.0,23.0,False,Desktop,East,Credit Card,156.11896310804548,148.3130149526432,2023-01-22
67,3435,2023-01-23 00:00:00,Clothing,251.44312142180232,2,10.0,38.0,False,Mobile,South,Credit Card,502.88624284360463,452.59761855924415,2023-01-23
68,1600,2023-01-23 08:00:00,Clothing,158.89740052882308,1,20.0,45.0,True,Mobile,West,Credit Card,158.89740052882308,127.11792042305848,2023-01-23
69,3363,2023-01-23 16:00:00,Home,87.0612848314547,5,15.0,27.0,False,Mobile,North,PayPal,435.3064241572735,370.0104605336825,2023-01-23
70,3061,2023-01-24 00:00:00,Home,112.43786905558201,2,10.0,45.0,False,Desktop,South,Credit Card,224.87573811116403,202.38816430004763,2023-01-24
71,1241,2023-01-24 08:00:00,Electronics,59.39038959939744,4,5.0,47.0,True,Mobile,South,PayPal,237.56155839758975,225.68348047771025,2023-01-24
72,3041,2023-01-24 16:00:00,Electronics,431.03093076305754,4,5.0,41.0,False,Desktop,North,Credit Card,1724.1237230522302,1637.9175368996187,2023-01-24
73,3824,2023-01-25 00:00:00,Home,130.06678891189938,4,0.0,27.0,False,Mobile,East,Credit Card,520.2671556475975,520.2671556475975,2023-01-25
74,4417,2023-01-25 08:00:00,Home,24.483718262753378,3,0.0,32.0,True,Mobile,East,Credit Card,73.45115478826014,73.45115478826014,2023-01-25
75,3612,2023-01-25 16:00:00,Sports,59.54483028526002,3,10.0,41.0,True,Mobile,South,Credit Card,178.63449085578006,160.77104177020206,2023-01-25
76,3945,2023-01-26 00:00:00,Beauty,117.63444813417176,4,10.0,29.0,True,Desktop,South,Credit Card,470.53779253668705,423.4840132830183,2023-01-26
77,2363,2023-01-26 08:00:00,Sports,25.798222368907986,3,5.0,45.0,False,Mobile,South,Credit Card,77.39466710672396,73.52493375138776,2023-01-26
78,3139,2023-01-26 16:00:00,Home,22.4174043172858,1,0.0,24.0,False,Mobile,South,Credit Card,22.4174043172858,22.4174043172858,2023-01-26
79,2390,2023-01-27 00:00:00,Clothing,79.78810735955457,4,0.0,42.0,False,Desktop,South,PayPal,319.1524294382183,319.1524294382183,2023-01-27
80,4003,2023-01-27 08:00:00,Electronics,60.450084270052386,3,0.0,48.0,False,Mobile,South,Credit Card,181.35025281015714,181.35025281015714,2023-01-27
81,2478,2023-01-27 16:00:00,Beauty,77.67849013146608,5,0.0,40.0,False,Mobile,East,Credit Card,388.3924506573304,388.3924506573304,2023-01-27
82,4499,2023-01-28 00:00:00,Home,50.47513402178592,3,0.0,26.0,False,Mobile,East,Gift Card,151.42540206535776,151.42540206535776,2023-01-28
83,3556,2023-01-28 08:00:00,Electronics,37.99855836365473,2,15.0,18.0,False,Tablet,South,Credit Card,75.99711672730946,64.59754921821305,2023-01-28
84,1775,2023-01-28 16:00:00,Clothing,136.84234279959816,4,0.0,24.0,False,Desktop,Central,Credit Card,547.3693711983926,547.3693711983926,2023-01-28
85,1034,2023-01-29 00:00:00,Sports,92.27224824492772,3,5.0,43.0,True,Desktop,South,Credit Card,276.8167447347832,262.975907498044,2023-01-29
86,3253,2023-01-29 08:00:00,Clothing,42.33363339572979,3,0.0,35.0,True,Mobile,West,Credit Card,127.00090018718937,127.00090018718937,2023-01-29
87,4152,2023-01-29 16:00:00,Clothing,58.50588781049893,1,20.0,30.0,True,Mobile,North,Credit Card,58.50588781049893,46.80471024839915,2023-01-29
88,2955,2023-01-30 00:00:00,Clothing,109.60174008256985,1,15.0,42.0,True,Mobile,East,Bank Transfer,109.60174008256985,93.16147907018437,2023-01-30
89,2585,2023-01-30 08:00:00,Electronics,27.497071927568317,5,0.0,18.0,False,Mobile,East,Gift Card,137.48535963784158,137.48535963784158,2023-01-30
90,4943,2023-01-30 16:00:00,Clothing,35.95269502481864,2,20.0,34.0,False,Mobile,East,Credit Card,71.90539004963728,57.52431203970983,2023-01-30
91,4459,2023-01-31 00:00:00,Clothing,27.606669362010113,3,5.0,24.0,False,Desktop,North,Credit Card,82.82000808603034,78.67900768172882,2023-01-31
92,4073,2023-01-31 08:00:00,Electronics,187.30026822966664,2,0.0,21.0,True,Mobile,South,PayPal,374.6005364593333,374.6005364593333,2023-01-31
93,2021,2023-01-31 16:00:00,Beauty,159.59780297071188,2,5.0,31.0,False,Desktop,West,Credit Card,319.19560594142376,303.2358256443526,2023-01-31
94,4461,2023-02-01 00:00:00,Clothing,159.96346762745924,2,0.0,67.0,False,Mobile,West,PayPal,319.9269352549185,319.9269352549185,2023-02-01
95,3613,2023-02-01 08:00:00,Beauty,145.9927273114059,3,5.0,45.0,False,Desktop,South,Credit Card,437.9781819342177,416.0792728375068,2023-02-01
96,2129,2023-02-01 16:00:00,Beauty,130.68020040344112,4,15.0,24.0,True,Mobile,South,Credit Card,522.7208016137645,444.3126813716998,2023-02-01
97,4843,2023-02-02 00:00:00,Electronics,84.81583568687648,3,10.0,52.0,False,Mobile,North,Credit Card,254.44750706062945,229.00275635456651,2023-02-02
98,4893,2023-02-02 08:00:00,Home,122.7999587633613,2,0.0,22.0,True,Mobile,North,Bank Transfer,245.5999175267226,245.5999175267226,2023-02-02
99,2500,2023-02-02 16:00:00,Clothing,23.911673553863448,2,0.0,56.0,False,Tablet,North,Credit Card,47.823347107726896,47.823347107726896,2023-02-02
100,1702,2023-02-03 00:00:00,Beauty,117.14452148991833,3,0.0,27.0,False,Tablet,South,Gift Card,351.43356446975497,351.43356446975497,2023-02-03
101,3449,2023-02-03 08:00:00,Electronics,170.4527172826306,2,0.0,39.0,False,Mobile,West,PayPal,340.9054345652612,340.9054345652612,2023-02-03
102,3777,2023-02-03 16:00:00,Home,89.38641582958456,4,0.0,63.0,False,Mobile,East,Credit Card,357.54566331833826,357.54566331833826,2023-02-03
103,2579,2023-02-04 00:00:00,Home,64.2409207061767,3,0.0,33.0,True,Mobile,West,Credit Card,192.72276211853008,192.72276211853008,2023-02-04
104,1161,2023-02-04 08:00:00,Clothing,52.49364590169493,2,10.0,60.0,True,Mobile,West,Credit Card,104.98729180338987,94.48856262305088,2023-02-04
105,1201,2023-02-04 16:00:00,Electronics,122.94651695317695,4,10.0,37.0,False,Desktop,East,PayPal,491.7860678127078,442.607461031437,2023-02-04
106,2981,2023-02-05 00:00:00,Home,138.02601795062995,4,0.0,36.0,False,Mobile,East,PayPal,552.1040718025198,552.1040718025198,2023-02-05
107,1995,2023-02-05 08:00:00,Home,224.76917423005668,5,0.0,27.0,True,Mobile,Central,PayPal,1123.8458711502833,1123.8458711502833,2023-02-05
108,3317,2023-02-05 16:00:00,Clothing,61.90582006971966,1,0.0,54.0,False,Desktop,East,Credit Card,61.90582006971966,61.90582006971966,2023-02-05
109,4934,2023-02-06 00:00:00,Home,166.86864918652321,5,0.0,32.0,True,Mobile,East,Credit Card,834.3432459326161,834.3432459326161,2023-02-06
110,1815,2023-02-06 08:00:00,Clothing,102.40667280277229,3,0.0,60.0,True,Desktop,West,PayPal,307.2200184083169,307.2200184083169,2023-02-06
111,4342,2023-02-06 16:00:00,Home,234.41848042284414,3,0.0,30.0,True,Mobile,North,Bank Transfer,703.2554412685324,703.2554412685324,2023-02-06
112,1455,2023-02-07 00:00:00,Electronics,95.03782969627993,1,5.0,32.0,False,Desktop,East,Bank Transfer,95.03782969627993,90.28593821146593,2023-02-07
113,4533,2023-02-07 08:00:00,Beauty,92.90434688100399,2,15.0,50.0,False,Mobile,North,PayPal,185.80869376200798,157.93738969770678,2023-02-07
114,4798,2023-02-07 16:00:00,Clothing,106.24587311524272,5,0.0,36.0,False,Mobile,West,Credit Card,531.2293655762136,531.2293655762136,2023-02-07
115,2275,2023-02-08 00:00:00,Clothing,158.35595247660254,3,10.0,41.0,True,Tablet,West,Credit Card,475.06785742980765,427.5610716868269,2023-02-08
116,2016,2023-02-08 08:00:00,Electronics,354.3602629837865,4,0.0,22.0,True,Mobile,East,Credit Card,1417.441051935146,1417.441051935146,2023-02-08
117,4773,2023-02-08 16:00:00,Electronics,27.64096157520815,3,,39.0,False,Tablet,East,PayPal,82.92288472562444,70.48445201678078,2023-02-08
118,3343,2023-02-09 00:00:00,Clothing,25.491521657386787,8,0.0,42.0,True,Desktop,West,Credit Card,203.9321732590943,203.9321732590943,2023-02-09
119,4796,2023-02-09 08:00:00,Clothing,297.33944452648336,3,0.0,58.0,True,Tablet,East,PayPal,892.0183335794501,892.0183335794501,2023-02-09
120,3767,2023-02-09 16:00:00,Beauty,95.4757992728456,4,0.0,32.0,False,Mobile,Central,Gift Card,381.9031970913824,381.9031970913824,2023-02-09
121,4820,2023-02-10 00:00:00,Electronics,115.42600662026531,1,0.0,42.0,False,Mobile,South,Credit Card,115.42600662026531,115.42600662026531,2023-02-10
122,1337,2023-02-10 08:00:00,Clothing,85.8598134970175,3,5.0,52.0,False,Desktop,West,Bank Transfer,257.5794404910525,244.70046846649984,2023-02-10
123,1878,2023-02-10 16:00:00,Clothing,29.83379567665557,4,20.0,38.0,True,Desktop,East,Credit Card,119.33518270662228,95.46814616529782,2023-02-10
124,2076,2023-02-11 00:00:00,Electronics,166.14032333489658,4,10.0,51.0,False,Desktop,South,Credit Card,664.5612933395863,598.1051640056277,2023-02-11
125,1791,2023-02-11 08:00:00,Electronics,157.52541099450798,4,0.0,67.0,False,Mobile,North,Gift Card,630.1016439780319,630.1016439780319,2023-02-11
126,4993,2023-02-11 16:00:00,Clothing,57.35353152364357,4,5.0,38.0,False,Tablet,South,Bank Transfer,229.41412609457427,217.94341978984554,2023-02-11
127,3264,2023-02-12 00:00:00,Clothing,56.562811166817646,2,5.0,53.0,True,Mobile,West,PayPal,113.12562233363529,107.46934121695352,2023-02-12
128,1763,2023-02-12 08:00:00,Clothing,201.91802925722246,3,10.0,44.0,False,Desktop,South,Gift Card,605.7540877716674,545.1786789945007,2023-02-12
129,3235,2023-02-12 16:00:00,Clothing,27.510859633258704,3,10.0,48.0,False,Mobile,South,Gift Card,82.53257889977611,74.27932100979851,2023-02-12
130,1379,2023-02-13 00:00:00,Home,232.9515776109881,2,5.0,46.0,True,Mobile,East,PayPal,465.9031552219762,442.60799746087736,2023-02-13
131,1492,2023-02-13 08:00:00,Electronics,49.6604008011205,2,5.0,50.0,False,Mobile,South,PayPal,99.320801602241,94.35476152212895,2023-02-13
132,4112,2023-02-13 16:00:00,Clothing,109.89046194394787,4,10.0,50.0,False,Desktop,East,Credit Card,439.5618477757915,395.6056629982123,2023-02-13
133,2180,2023-02-14 00:00:00,Sports,294.87812466612246,5,0.0,37.0,False,Desktop,South,Credit Card,1474.3906233306122,1474.3906233306122,2023-02-14
134,3062,2023-02-14 08:00:00,Clothing,133.35842453780182,2,,31.0,True,Tablet,Central,PayPal,266.71684907560365,266.71684907560365,2023-02-14
135,4884,2023-02-14 16:00:00,Home,73.51692268984365,1,5.0,43.0,True,Mobile,East,PayPal,73.51692268984365,69.84107655535146,2023-02-14
136,1064,2023-02-15 00:00:00,Clothing,136.96815572865836,3,15.0,20.0,False,Mobile,West,Credit Card,410.9044671859751,349.2687971080788,2023-02-15
137,4928,2023-02-15 08:00:00,Beauty,62.1563448319192,2,0.0,45.0,False,Mobile,East,Credit Card,124.3126896638384,124.3126896638384,2023-02-15
138,4910,2023-02-15 16:00:00,Beauty,52.470354305031705,3,20.0,46.0,False,Mobile,South,Bank Transfer,157.4110629150951,125.92885033207608,2023-02-15
139,3568,2023-02-16 00:00:00,Clothing,590.8778313507593,4,0.0,35.0,False,Mobile,West,PayPal,2363.511325403037,2363.511325403037,2023-02-16
140,2367,2023-02-16 08:00:00,Sports,158.9460292114004,3,0.0,38.0,False,Mobile,North,Bank Transfer,476.8380876342012,476.8380876342012,2023-02-16
141,2152,2023-02-16 16:00:00,Electronics,123.48490043353155,1,0.0,48.0,False,Mobile,South,Gift Card,123.48490043353155,123.48490043353155,2023-02-16
142,3027,2023-02-17 00:00:00,Electronics,63.89541222984246,2,15.0,46.0,True,Mobile,South,PayPal,127.79082445968491,108.62220079073218,2023-02-17
143,3695,2023-02-17 08:00:00,Beauty,25.041034656919646,2,0.0,49.0,False,Mobile,East,Credit Card,50.08206931383929,50.08206931383929,2023-02-17
144,2495,2023-02-17 16:00:00,Beauty,23.154936441274067,1,0.0,47.0,False,Tablet,South,Credit Card,23.154936441274067,23.154936441274067,2023-02-17
145,4134,2023-02-18 00:00:00,Electronics,100.78428119174565,5,0.0,39.0,True,Desktop,West,Credit Card,503.92140595872826,503.92140595872826,2023-02-18
146,2162,2023-02-18 08:00:00,Clothing,163.5622098119723,2,5.0,37.0,True,Desktop,Central,PayPal,327.1244196239446,310.7681986427474,2023-02-18
147,2522,2023-02-18 16:00:00,Electronics,97.08475462878866,3,15.0,43.0,True,Desktop,West,Credit Card,291.25426388636595,247.56612430341104,2023-02-18
148,3640,2023-02-19 00:00:00,Clothing,203.7500240741246,1,0.0,55.0,False,Mobile,South,Gift Card,203.7500240741246,203.7500240741246,2023-02-19
149,1391,2023-02-19 08:00:00,Beauty,23.399796986847793,5,10.0,41.0,False,Desktop,East,PayPal,116.99898493423896,105.29908644081507,2023-02-19
150,2698,2023-02-19 16:00:00,Clothing,65.68932691044495,1,15.0,53.0,False,Desktop,West,Credit Card,65.68932691044495,55.835927873878205,2023-02-19
151,1418,2023-02-20 00:00:00,Clothing,47.05895077519065,2,0.0,18.0,False,Mobile,South,PayPal,94.1179015503813,94.1179015503813,2023-02-20
152,3336,2023-02-20 08:00:00,Clothing,79.28910126309725,3,10.0,41.0,False,Desktop,North,Credit Card,237.86730378929175,214.08057341036258,2023-02-20
153,1378,2023-02-20 16:00:00,Electronics,27.512922458664466,4,0.0,38.0,False,Mobile,North,Credit Card,110.05168983465786,110.05168983465786,2023-02-20
154,2796,2023-02-21 00:00:00,Clothing,328.19797584795987,2,0.0,18.0,False,Mobile,East,Credit Card,656.3959516959197,656.3959516959197,2023-02-21
155,4561,2023-02-21 08:00:00,Home,45.26436841536393,3,5.0,19.0,True,Desktop,West,Credit Card,135.79310524609178,129.0034499837872,2023-02-21
156,3278,2023-02-21 16:00:00,Sports,275.5000097189736,5,10.0,43.0,False,Desktop,East,Gift Card,1377.500048594868,1239.7500437353813,2023-02-21
157,4065,2023-02-22 00:00:00,Beauty,75.49397589335895,7,0.0,39.0,False,Mobile,East,PayPal,528.4578312535126,528.4578312535126,2023-02-22
158,3088,2023-02-22 08:00:00,Electronics,443.5272378574325,1,0.0,47.0,True,Mobile,West,PayPal,443.5272378574325,443.5272378574325,2023-02-22
159,4099,2023-02-22 16:00:00,Beauty,100.7567240150137,2,15.0,18.0,True,Mobile,East,PayPal,201.5134480300274,171.2864308255233,2023-02-22
160,3182,2023-02-23 00:00:00,Beauty,287.12294450021244,2,10.0,50.0,False,Mobile,East,PayPal,574.2458890004249,516.8213001003824,2023-02-23
161,1200,2023-02-23 08:00:00,Beauty,20.536334575430274,3,0.0,50.0,True,Tablet,South,PayPal,61.60900372629082,61.60900372629082,2023-02-23
162,2863,2023-02-23 16:00:00,Clothing,157.92742843437588,1,0.0,21.0,False,Desktop,South,Gift Card,157.92742843437588,157.92742843437588,2023-02-23
163,1779,2023-02-24 00:00:00,Clothing,253.35666338042057,4,0.0,54.0,False,Desktop,South,Credit Card,1013.4266535216823,1013.4266535216823,2023-02-24
164,3977,2023-02-24 08:00:00,Clothing,35.04980203928479,6,0.0,59.0,True,Mobile,West,Gift Card,210.29881223570874,210.29881223570874,2023-02-24
165,4104,2023-02-24 16:00:00,Electronics,30.106514479934617,2,5.0,21.0,False,Mobile,West,PayPal,60.213028959869234,57.20237751187577,2023-02-24
166,4119,2023-02-25 00:00:00,Electronics,75.26422224388531,5,5.0,39.0,False,Mobile,South,Credit Card,376.3211112194266,357.50505565845526,2023-02-25
167,1502,2023-02-25 08:00:00,Electronics,291.32472745175227,3,0.0,40.0,True,Mobile,North,Credit Card,873.9741823552567,873.9741823552567,2023-02-25
168,3454,2023-02-25 16:00:00,Clothing,98.17304691346432,3,10.0,18.0,False,Mobile,West,Gift Card,294.51914074039297,265.0672266663537,2023-02-25
169,4645,2023-02-26 00:00:00,Home,94.96253960215273,4,0.0,34.0,False,Mobile,South,Gift Card,379.8501584086109,379.8501584086109,2023-02-26
170,2751,2023-02-26 08:00:00,Clothing,35.21331876830582,3,5.0,54.0,True,Mobile,South,Credit Card,105.63995630491746,100.35795848967159,2023-02-26
171,1804,2023-02-26 16:00:00,Electronics,20.078982292124053,5,0.0,27.0,True,Mobile,North,Credit Card,100.39491146062026,100.39491146062026,2023-02-26
172,3146,2023-02-27 00:00:00,Sports,186.14687984884705,3,0.0,59.0,False,Mobile,North,Credit Card,558.4406395465412,558.4406395465412,2023-02-27
173,3731,2023-02-27 08:00:00,Sports,29.16489097257992,8,0.0,42.0,False,Mobile,South,Credit Card,233.31912778063935,233.31912778063935,2023-02-27
174,2895,2023-02-27 16:00:00,Beauty,120.47116984193948,2,5.0,28.0,False,Desktop,South,Credit Card,240.94233968387897,228.895222699685,2023-02-27
175,3773,2023-02-28 00:00:00,Sports,266.06018725738977,3,0.0,38.0,True,Mobile,East,Credit Card,798.1805617721693,798.1805617721693,2023-02-28
176,2570,2023-02-28 08:00:00,Clothing,43.40173487939786,4,0.0,20.0,False,Desktop,Central,Credit Card,173.60693951759143,173.60693951759143,2023-02-28
